"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,1,2,2,2,3,2
"2",1,2,2,3,1,3,1,2
"3",1,2,1,3,3,3,1,2
"4",3,1,1,2,1,2,1,3
"5",1,2,3,3,3,2,2,2
"6",1,3,1,3,3,3,2,3
"7",2,1,3,2,2,2,3,3
"8",1,1,2,2,3,2,3,3
"9",3,2,1,1,2,1,1,2
"10",2,1,3,1,2,3,3,1
"11",3,3,1,2,3,3,3,1
"12",1,3,1,2,1,2,3,2
"13",3,1,2,3,1,2,2,1
"14",2,1,1,2,3,3,3,2
"15",3,1,2,1,2,2,2,2
"16",2,1,1,1,3,1,2,3
"17",3,1,1,1,3,2,2,3
"18",3,3,2,2,3,1,2,3
"19",1,1,2,2,1,2,2,1
"20",2,3,2,2,2,1,3,2
"21",2,3,1,2,3,2,3,3
"22",1,3,1,3,1,3,2,3
"23",1,3,1,2,1,1,3,1
"24",3,1,3,1,1,2,2,2
"25",1,3,3,3,2,2,3,2
"26",2,3,2,2,2,2,1,1
"27",1,2,2,1,3,3,3,2
"28",1,2,3,3,1,1,2,3
"29",1,1,2,3,2,2,1,2
"30",3,1,1,1,2,1,3,1
"31",1,2,3,3,3,1,3,1
"32",2,2,1,2,1,3,2,2
"33",2,3,2,1,1,2,1,3
"34",3,2,1,3,2,2,2,3
"35",1,1,1,2,1,3,2,3
"36",3,1,3,2,3,3,1,1
