"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,1,2,3,1,1,3,2,2,2,3,3
"2",3,3,1,1,2,3,2,3,1,1,3,3
"3",1,2,2,2,3,3,2,3,1,3,2,3
"4",1,1,2,2,3,2,1,3,2,3,1,2
"5",1,2,2,1,1,2,2,1,3,1,1,2
"6",2,2,2,3,1,3,2,1,2,2,3,3
"7",3,1,1,1,3,3,1,2,2,3,1,1
"8",3,1,3,3,2,1,3,2,2,1,2,1
"9",3,3,1,3,3,2,3,2,2,1,2,2
"10",2,1,2,1,2,1,1,1,3,3,2,3
"11",2,2,2,3,2,2,2,3,3,2,2,3
"12",2,3,3,3,2,2,1,3,1,2,2,2
"13",2,3,2,2,3,3,2,3,2,3,2,3
"14",1,2,3,1,3,2,2,3,3,3,1,1
"15",2,1,1,3,1,1,1,2,1,1,3,2
"16",1,3,1,1,1,2,2,3,1,1,3,2
"17",2,3,1,2,2,3,3,3,3,3,1,2
"18",3,2,2,2,3,2,2,3,1,2,3,3
"19",3,1,3,3,1,3,1,1,2,2,3,3
"20",1,2,2,1,1,2,1,3,3,2,1,3
"21",3,3,3,2,2,2,1,2,2,3,3,3
"22",2,3,2,3,3,2,3,1,2,2,2,1
"23",2,2,2,3,3,3,1,2,3,3,2,3
"24",1,2,3,2,1,3,2,1,1,3,2,2
"25",1,2,3,1,3,3,2,3,1,1,3,3
"26",3,1,1,2,2,2,2,3,2,3,3,3
"27",3,3,2,2,3,1,2,3,3,1,3,1
"28",2,2,2,2,1,2,2,3,3,1,3,1
"29",3,1,3,3,2,2,1,2,3,3,3,2
"30",3,1,1,3,1,1,3,1,2,2,3,1
"31",3,1,2,2,2,2,1,2,3,1,1,2
"32",2,1,2,2,3,3,2,3,1,1,3,2
"33",1,3,3,1,1,1,1,1,1,2,3,2
