"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,3,2,2,2,1,1,3,3,3,1,1,2,2,2
"2",3,3,3,3,3,3,2,2,2,1,1,1,1,2,1
"3",1,1,1,1,2,3,1,1,3,3,2,1,1,2,1
"4",2,2,1,1,1,3,1,1,1,2,1,3,1,2,2
"5",2,1,1,1,3,2,1,2,2,3,1,2,1,3,2
"6",2,3,2,3,1,2,2,1,1,3,2,2,3,1,2
"7",1,3,2,1,3,3,2,2,2,3,1,2,3,2,1
"8",1,2,3,3,2,3,2,1,1,2,1,2,2,3,3
"9",3,3,3,2,2,2,1,2,1,2,2,3,1,3,2
"10",1,1,2,1,3,1,3,1,1,1,2,2,2,2,2
"11",3,3,3,3,1,1,2,1,3,1,1,1,3,2,1
"12",1,2,3,2,3,3,3,2,2,3,2,1,3,3,1
"13",2,1,1,2,2,2,2,3,3,2,3,2,2,3,1
"14",2,2,2,1,2,1,3,2,3,1,3,3,1,2,1
"15",2,1,3,2,3,3,1,2,2,2,1,1,1,3,1
"16",1,2,3,2,2,2,1,3,3,2,1,1,2,1,3
"17",1,3,3,1,3,3,1,2,2,2,3,3,1,2,1
"18",1,2,2,3,3,1,3,1,2,1,1,3,2,1,1
"19",1,3,2,2,3,3,1,1,3,3,1,3,1,3,2
"20",3,1,1,2,3,1,2,2,2,1,1,2,1,2,3
"21",2,3,1,1,1,2,2,1,1,3,1,2,2,3,2
"22",2,3,2,3,1,2,2,1,2,1,2,2,1,2,2
"23",1,1,1,3,2,1,3,3,2,1,2,1,1,2,3
"24",2,2,3,1,2,1,2,2,3,2,1,2,2,2,2
"25",3,2,2,1,1,3,3,1,1,3,2,3,3,1,3
"26",2,3,1,1,1,1,3,1,3,1,1,3,3,3,3
"27",1,3,3,2,2,3,1,2,3,3,3,1,3,2,1
"28",2,1,1,2,2,3,2,2,3,3,1,2,3,2,3
"29",1,3,2,3,2,3,1,2,2,3,3,1,3,3,2
"30",2,3,2,1,2,1,1,3,3,1,1,2,3,2,1
"31",1,3,1,1,1,1,2,2,2,2,1,2,2,3,2
"32",2,1,2,3,1,1,2,3,2,3,3,1,3,3,1
"33",2,2,3,3,3,1,3,1,1,3,2,1,2,2,3
