"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,1,2,1,1,2,2,2,2,2,2,2,3,2
"2",1,3,1,1,3,3,2,1,2,2,2,1,3,1,2
"3",1,1,1,1,3,2,1,2,2,3,2,3,1,2,1
"4",2,2,2,2,2,2,3,2,2,3,2,2,1,3,2
"5",3,2,2,3,1,1,1,1,3,2,2,2,1,1,1
"6",2,3,1,2,1,2,2,3,1,1,2,1,3,2,1
"7",3,1,1,3,2,1,1,1,2,3,3,2,1,3,2
"8",2,2,1,2,3,1,3,1,3,1,1,1,1,1,1
"9",2,2,3,3,1,3,3,2,1,1,3,1,1,1,2
"10",3,1,2,3,2,1,1,1,3,2,1,1,2,1,2
"11",1,2,3,3,3,1,1,3,3,3,1,1,2,2,2
"12",1,1,3,2,1,3,2,3,2,2,3,1,2,1,2
"13",2,2,2,2,1,1,1,2,1,2,2,1,1,3,1
"14",2,1,2,3,3,2,2,1,2,1,2,2,3,3,2
"15",3,1,3,2,1,3,2,3,1,2,1,1,2,3,2
"16",3,2,2,1,2,3,2,3,3,3,2,3,2,2,3
"17",2,3,1,1,2,2,1,3,1,1,2,3,1,1,2
"18",3,1,2,2,2,1,2,3,1,1,1,2,3,3,3
"19",2,3,1,3,3,3,1,1,2,3,1,2,1,1,1
"20",3,1,3,1,2,3,3,1,1,1,2,3,2,3,2
"21",2,2,3,3,1,2,2,1,2,3,1,3,3,2,3
"22",2,3,3,1,2,2,2,3,1,2,1,3,3,1,3
"23",1,3,1,2,3,3,3,1,3,1,3,3,1,3,1
"24",2,2,2,3,3,3,1,3,2,1,1,2,2,1,3
"25",1,3,2,2,1,1,2,3,3,3,2,1,1,3,1
"26",1,1,1,3,3,2,1,3,2,3,2,1,3,3,1
"27",1,1,1,2,2,2,1,3,3,3,1,2,1,1,1
