"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,3,3,1,2,3,2,2,3,1,3,3
"2",3,2,3,2,3,2,1,1,2,3,1,2,3
"3",2,2,3,3,3,1,1,2,3,1,2,3,2
"4",3,1,1,1,3,1,2,3,2,1,1,1,3
"5",1,1,2,2,3,3,3,3,3,2,1,3,1
"6",1,1,3,2,1,1,1,2,1,1,2,1,1
"7",1,2,1,2,2,1,3,1,2,3,2,2,3
"8",2,1,2,3,2,1,1,3,1,2,1,3,3
"9",2,3,1,2,1,2,2,3,2,1,2,1,1
"10",1,2,1,1,1,2,3,3,1,2,3,2,3
"11",1,2,2,1,2,2,2,1,3,3,1,1,2
"12",1,3,1,3,1,1,1,2,3,1,2,2,3
"13",1,3,3,3,3,2,2,3,1,2,1,1,3
"14",2,1,1,2,1,3,2,2,3,3,1,1,3
"15",3,2,2,1,1,2,2,1,1,1,1,1,3
"16",2,1,1,1,1,2,2,3,3,1,2,3,2
"17",1,1,1,1,2,2,3,3,2,3,1,3,2
"18",2,1,3,1,2,1,1,2,2,2,3,2,3
"19",3,2,1,1,1,3,1,3,2,1,1,1,2
"20",2,1,1,3,2,3,2,1,2,2,3,1,1
"21",1,1,1,2,1,1,1,3,3,1,3,2,1
"22",2,1,2,1,1,3,3,3,1,2,1,3,1
"23",2,2,3,1,2,2,2,2,3,1,1,3,3
"24",1,1,2,2,3,3,3,1,3,2,3,3,2
"25",3,1,2,3,1,3,1,3,3,2,1,2,3
"26",2,2,2,2,1,2,1,1,3,3,1,2,3
"27",2,3,3,1,1,1,3,2,2,1,1,1,2
"28",1,2,2,3,1,2,2,3,1,2,1,3,2
"29",2,1,1,3,3,1,3,2,2,3,2,2,3
"30",3,3,2,3,3,2,2,1,3,1,1,3,2
"31",2,2,2,2,1,2,2,3,1,1,3,3,3
"32",3,3,2,3,1,2,1,1,3,2,2,3,2
"33",3,2,2,1,1,1,2,2,1,1,2,1,3
"34",1,1,1,2,2,1,3,3,3,2,2,1,1
"35",1,3,2,3,3,3,1,1,3,3,3,3,2
"36",2,1,3,2,2,2,1,3,2,1,1,1,2
"37",2,2,1,3,2,2,2,3,2,1,3,2,2
"38",3,1,2,2,2,3,3,1,1,1,2,2,1
"39",2,3,2,3,3,2,2,3,1,2,2,3,3
"40",3,3,1,2,1,2,2,3,3,2,1,3,3
"41",3,1,1,2,2,3,2,2,3,1,1,1,3
"42",2,2,1,2,1,3,2,3,3,2,3,2,1
"43",3,2,3,1,1,2,3,1,1,2,1,2,3
"44",3,2,3,2,3,1,1,3,2,2,3,1,1
"45",3,1,2,1,2,3,3,2,3,1,2,1,1
"46",1,3,1,2,3,1,2,2,2,2,2,1,1
"47",2,1,3,1,1,2,2,2,2,2,2,3,2
"48",1,3,2,3,3,1,2,3,2,1,2,3,2
