"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,2,2,2,3,1,2,3,2
"2",3,2,3,2,2,2,3,1,1
"3",3,3,2,2,1,3,1,2,1
"4",3,2,3,3,1,3,3,1,3
"5",3,3,1,1,3,3,3,3,1
"6",2,2,3,2,1,2,1,2,3
"7",2,2,3,3,2,3,1,3,2
"8",2,1,3,1,2,3,1,3,2
"9",3,3,3,3,2,3,3,2,3
"10",3,2,2,3,3,3,1,2,3
"11",3,3,1,2,2,1,1,1,2
"12",3,3,1,2,3,3,2,3,1
"13",1,1,1,2,3,3,2,1,3
"14",1,2,1,1,3,2,1,1,1
"15",3,1,3,1,3,3,2,3,3
"16",1,1,2,3,3,1,3,3,2
"17",1,2,1,2,1,2,3,2,3
"18",1,2,3,3,3,3,3,3,2
"19",2,3,1,1,1,1,3,1,1
"20",3,3,1,1,3,2,1,2,3
"21",3,2,2,1,1,3,3,1,2
"22",2,1,1,2,2,1,3,2,3
"23",2,3,2,3,2,2,1,3,3
"24",2,2,1,3,2,1,1,3,2
"25",1,1,1,3,2,3,3,3,2
"26",3,1,1,3,1,3,1,1,2
"27",2,3,2,2,3,3,1,2,2
"28",1,1,3,2,2,3,2,3,2
"29",2,3,1,1,2,2,1,2,3
"30",2,3,2,2,3,3,3,1,3
"31",1,3,1,1,2,3,3,3,1
"32",1,2,1,1,2,1,2,3,2
"33",1,2,3,1,3,3,1,2,3
"34",2,3,3,1,3,3,2,3,3
"35",1,1,2,2,2,2,2,2,1
"36",1,3,3,2,2,1,2,1,2
"37",3,2,1,3,3,1,3,1,2
"38",3,3,3,2,1,2,1,1,3
"39",2,3,2,2,1,2,2,1,1
"40",2,3,1,2,1,1,1,2,2
"41",3,3,1,1,2,1,3,1,2
"42",1,1,3,2,1,3,1,3,3
