"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,1,3,4,3,3,4,3,2,2,1,1,3,2,4,2,2,2,4
"2",2,4,2,1,4,4,4,2,1,2,2,4,4,1,1,1,2,4,2
"3",3,2,2,2,4,4,3,3,4,4,1,2,3,1,4,3,3,3,3
"4",1,3,1,4,1,4,3,1,4,4,3,3,3,3,3,3,3,1,4
"5",4,4,4,3,3,1,2,2,4,1,4,2,3,3,1,1,3,4,3
"6",1,4,3,1,2,3,1,4,3,4,1,3,2,1,2,4,2,4,2
"7",3,2,1,4,4,4,1,1,1,2,4,2,3,2,4,3,2,4,1
"8",3,3,3,2,1,3,1,2,1,2,4,4,1,4,1,4,2,2,4
"9",2,1,2,3,3,2,1,4,3,1,3,3,1,1,1,1,2,3,4
"10",3,3,2,2,3,2,2,4,3,1,3,4,4,4,4,2,1,4,3
"11",2,2,4,1,1,1,3,2,4,1,4,3,4,3,1,2,2,1,1
"12",3,4,3,2,1,3,4,4,1,3,3,4,3,1,3,2,1,3,3
"13",3,3,2,2,2,3,1,4,3,1,4,1,2,3,2,2,1,1,2
"14",3,2,4,1,3,4,3,3,4,2,1,2,3,1,4,3,2,2,4
"15",2,2,3,3,1,2,3,1,2,2,3,3,2,1,3,2,2,1,1
"16",4,3,3,3,3,4,1,2,2,4,4,3,1,4,2,4,1,2,4
"17",1,3,1,2,3,1,2,2,4,3,1,2,3,4,1,1,2,2,2
"18",2,2,2,1,3,3,1,4,1,4,2,1,1,4,2,2,3,2,3
"19",1,3,4,3,4,4,2,2,1,1,1,2,3,4,2,2,4,2,1
"20",1,1,4,2,4,3,2,1,4,3,4,4,3,3,1,2,4,3,1
"21",1,1,4,4,3,3,3,2,3,3,1,4,1,2,4,3,1,4,4
"22",4,2,1,1,3,1,2,2,4,2,3,3,3,3,3,4,1,4,3
"23",4,1,4,4,1,3,4,4,4,4,1,3,4,2,4,4,2,2,1
"24",4,3,4,1,4,1,2,4,2,2,2,2,4,3,3,3,3,4,1
