"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,1,4,2,2,1,2,3,3,1,1,3,2,2,2,3,4
"2",2,2,2,4,2,3,4,2,4,3,2,1,1,2,3,1,1
"3",4,3,4,1,3,3,2,1,2,3,4,3,3,3,1,4,1
"4",1,3,4,4,1,4,2,3,3,4,1,3,1,2,1,3,4
"5",4,1,4,4,4,2,1,4,2,1,4,4,2,3,4,1,3
"6",4,4,4,3,2,3,3,1,3,4,3,3,4,4,1,4,2
"7",1,2,4,2,2,3,2,1,3,4,2,2,2,3,4,1,1
"8",4,2,3,1,2,1,1,1,1,4,2,3,2,4,3,1,3
"9",1,1,2,1,3,3,2,3,2,1,1,1,3,4,1,4,4
"10",1,3,4,2,3,1,3,1,1,1,4,1,4,1,4,1,2
"11",3,2,3,3,2,2,1,3,4,1,4,3,1,1,4,2,1
"12",3,2,2,4,1,2,2,1,4,2,2,3,4,1,3,3,3
"13",3,1,4,2,1,1,1,1,3,3,1,4,1,1,4,3,4
"14",2,2,3,3,2,1,1,2,4,1,2,4,1,2,4,1,2
"15",4,4,4,2,3,2,3,4,1,1,3,2,1,1,1,4,1
"16",2,4,2,2,1,4,4,3,2,4,2,2,3,3,2,1,4
"17",2,2,1,3,4,2,1,2,1,2,3,3,2,2,3,2,2
"18",4,4,1,2,4,1,3,4,2,1,3,4,2,1,1,2,1
"19",1,3,2,4,2,4,4,1,3,1,4,3,4,3,4,3,3
"20",1,4,2,4,2,1,1,2,1,3,1,1,3,1,4,1,4
"21",2,1,3,2,1,1,4,2,4,1,4,1,2,4,4,1,2
"22",4,2,2,4,3,3,1,3,1,2,2,4,4,1,1,3,2
"23",2,4,3,1,4,4,2,1,4,4,4,3,1,4,1,1,4
"24",2,3,4,2,1,3,3,2,3,3,3,3,4,3,4,1,4
"25",1,4,3,2,2,1,1,1,3,3,1,2,2,1,3,1,2
"26",3,4,4,3,3,1,4,3,2,2,3,1,2,3,3,1,1
"27",3,3,3,4,2,2,2,3,1,3,1,2,2,2,4,2,2
"28",1,2,2,4,3,1,1,2,1,4,1,3,4,2,3,1,1
