"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,1,3,3,1,3,1,3,3
"2",3,1,2,1,2,3,3,1,2
"3",3,2,1,1,2,3,3,2,1
"4",1,1,2,2,1,1,1,3,1
"5",1,3,3,3,2,3,3,3,2
"6",2,1,3,1,1,2,2,3,1
"7",1,3,3,3,3,3,2,1,2
"8",1,2,2,1,2,2,3,3,3
"9",1,2,1,3,1,1,3,1,1
"10",2,2,3,1,1,1,2,3,3
"11",3,2,1,2,1,2,1,2,3
"12",2,1,2,3,1,2,3,1,1
"13",2,2,1,3,2,1,1,1,2
"14",2,3,2,1,3,1,2,1,3
"15",1,2,1,2,3,3,3,2,2
"16",1,3,2,1,2,3,3,1,1
"17",2,2,3,1,2,3,3,3,2
"18",1,2,1,3,3,2,1,3,2
"19",1,1,2,3,1,3,2,3,1
"20",2,1,2,2,2,1,2,3,3
"21",2,3,2,1,3,1,3,2,2
"22",3,2,3,2,3,2,3,1,2
"23",1,1,2,3,2,3,2,3,3
"24",3,3,2,3,1,2,2,2,1
"25",2,2,3,2,2,2,3,1,1
"26",3,3,3,1,3,1,3,3,1
"27",1,3,1,1,3,1,1,2,1
"28",2,2,1,1,1,1,2,2,2
"29",3,3,3,3,1,1,3,1,2
"30",3,3,1,2,2,2,3,2,1
"31",3,1,3,2,2,2,2,1,1
"32",2,2,2,3,3,2,3,3,1
"33",1,2,2,2,1,2,2,3,2
