"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,4,4,4,2,3,3,3,1,2,3,2,2,4,2,2,4,4,3
"2",1,3,3,2,3,1,3,4,3,3,2,1,3,4,2,4,3,3,2
"3",1,4,2,4,2,2,3,1,1,2,1,1,3,4,2,1,1,1,3
"4",4,4,3,3,4,3,3,3,4,2,4,1,4,4,4,4,2,1,4
"5",3,3,4,3,3,1,3,4,3,1,3,3,2,3,2,4,1,1,2
"6",2,3,4,2,3,4,4,4,2,2,1,1,2,1,4,4,4,2,1
"7",3,1,4,2,2,3,2,3,2,1,3,2,3,3,4,3,3,2,3
"8",2,3,1,1,2,3,2,4,2,4,4,4,3,4,1,4,4,2,2
"9",3,3,4,3,1,3,4,1,1,1,2,4,2,4,4,2,3,3,1
"10",3,4,2,1,4,1,1,1,3,4,2,4,1,4,1,3,1,1,1
"11",4,2,3,2,3,4,3,1,2,1,3,2,4,2,4,1,1,1,1
"12",3,4,1,3,2,3,1,3,3,2,3,3,1,1,3,3,3,1,2
"13",2,2,4,4,4,3,2,1,2,2,3,4,1,3,3,1,3,1,2
"14",3,4,2,2,3,1,1,4,4,1,3,1,1,2,3,3,1,4,1
"15",4,1,2,1,3,3,4,3,1,4,3,1,4,2,4,2,3,4,4
"16",1,4,4,1,4,2,4,2,3,4,2,4,3,1,3,4,2,4,2
"17",1,1,4,4,1,1,1,2,3,4,2,3,3,4,1,1,4,4,1
"18",2,3,3,2,4,3,1,3,4,3,3,1,4,1,2,2,1,2,3
"19",4,4,2,3,4,2,1,3,4,3,1,2,2,2,1,1,3,4,2
"20",2,1,3,3,4,1,3,3,1,1,4,4,4,1,2,3,4,2,4
"21",1,1,2,1,1,2,4,3,4,2,3,4,3,3,2,1,1,1,4
"22",4,3,1,2,3,1,2,3,1,2,2,2,3,4,3,1,1,4,4
"23",3,4,3,3,1,4,1,2,1,1,4,2,1,4,3,2,2,1,1
"24",1,2,1,4,3,4,1,1,1,3,3,4,1,3,1,4,3,4,3
"25",1,4,3,3,1,1,2,4,1,2,1,2,4,3,4,4,2,3,3
"26",1,3,2,4,2,4,2,3,1,3,1,2,4,2,3,1,1,3,3
"27",2,1,4,4,4,2,4,4,3,1,1,4,1,3,2,4,4,4,2
"28",1,1,2,2,1,1,1,3,2,3,3,3,3,2,4,3,4,2,2
"29",4,4,1,3,1,3,4,1,4,4,4,3,2,1,2,1,2,1,4
"30",2,2,3,4,3,2,2,2,3,3,1,2,2,3,1,1,3,2,3
"31",3,3,1,4,3,2,2,2,2,2,4,2,2,3,2,2,3,2,2
"32",3,4,3,3,3,2,3,3,1,3,2,3,2,2,4,4,4,4,4
