"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,1,3,1,2,1,1,2,3
"2",3,3,2,2,1,1,1,2,1
"3",1,3,1,1,1,1,3,3,3
"4",1,1,3,2,2,3,2,2,2
"5",1,2,2,2,2,3,3,3,2
"6",1,1,2,2,2,1,3,3,2
"7",3,3,2,1,2,2,3,2,3
"8",3,2,1,1,1,2,2,1,2
"9",1,1,1,1,3,1,1,2,2
"10",1,3,1,2,3,2,3,3,1
"11",1,3,3,2,3,3,1,1,3
"12",3,1,2,1,1,2,2,1,2
"13",1,3,3,3,2,2,3,2,3
"14",1,3,1,1,1,1,1,1,2
"15",1,2,3,3,3,3,3,1,3
"16",3,1,1,1,1,2,2,1,1
"17",1,1,1,1,1,2,3,1,1
"18",3,1,1,1,3,3,2,1,2
"19",2,3,2,1,1,1,1,3,2
"20",2,1,3,1,1,1,1,1,2
"21",2,3,3,2,1,3,3,2,2
"22",3,2,2,2,3,3,3,3,1
"23",3,2,3,2,2,2,3,1,1
"24",3,3,1,2,1,2,2,1,3
