"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,2,2,1,3,1,2,2,1,1,1,1,3,3,3,2,2,2,1
"2",1,1,2,1,3,2,1,3,3,1,3,1,1,3,3,2,3,2,2
"3",2,3,1,3,3,2,1,1,1,2,3,3,2,1,3,1,3,1,3
"4",3,2,1,3,1,2,1,3,1,2,1,2,2,2,2,1,1,1,2
"5",1,1,2,3,3,1,3,3,3,2,3,2,1,3,2,2,2,3,1
"6",3,3,2,1,1,1,3,1,3,3,3,3,2,1,3,2,3,3,1
"7",3,1,2,1,1,3,1,1,3,3,1,3,1,3,2,1,2,3,2
"8",1,2,3,3,2,2,3,1,1,3,3,1,3,2,2,2,3,1,3
"9",3,1,1,2,1,3,1,2,1,1,2,1,3,1,1,2,3,3,1
"10",3,1,1,3,1,2,1,2,3,3,3,3,2,2,1,3,2,2,2
"11",2,3,2,2,2,1,3,1,2,1,1,3,1,3,2,2,3,1,1
"12",2,3,3,2,2,3,2,3,1,1,3,2,2,3,3,2,3,2,2
"13",1,3,3,1,3,2,3,2,1,1,2,2,3,1,1,3,1,3,3
"14",2,1,2,2,2,2,1,3,3,3,1,1,2,3,3,1,3,1,2
"15",3,1,2,3,2,2,1,2,1,2,3,2,1,1,1,2,2,1,2
"16",1,2,1,1,1,1,1,3,1,3,3,2,1,1,3,1,2,2,2
"17",3,3,1,3,1,2,2,1,3,2,2,1,1,2,2,1,2,1,3
"18",3,2,3,3,3,1,1,3,1,1,1,2,2,1,3,2,1,1,3
"19",2,2,3,3,1,1,3,1,1,2,1,2,3,2,1,1,3,1,2
"20",3,2,2,1,2,2,3,2,3,3,3,1,1,3,3,3,1,1,1
"21",3,2,2,1,1,3,2,2,2,1,2,3,2,3,2,2,1,3,2
"22",1,2,3,3,3,2,2,2,3,2,3,1,2,1,2,3,1,3,1
"23",2,3,1,3,2,3,2,1,1,1,3,2,2,2,2,2,1,2,3
"24",2,1,1,2,2,2,1,3,3,3,3,1,3,1,3,1,2,1,3
"25",3,2,3,3,1,1,2,2,3,2,1,2,1,1,3,1,3,2,3
"26",3,3,3,1,3,2,2,3,1,2,1,1,3,3,3,3,3,2,2
"27",1,1,3,3,3,2,3,1,1,3,1,2,2,1,3,3,3,2,3
"28",2,3,2,3,3,3,1,3,1,2,3,1,1,1,3,2,2,2,1
"29",3,3,2,3,1,3,1,3,3,3,3,1,2,3,1,2,2,2,3
"30",3,3,1,2,1,3,1,1,1,3,2,2,1,3,2,3,1,3,2
