"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,3,3,2,1,1,2
"2",1,3,1,2,1,1,1,3
"3",2,1,3,1,1,1,3,1
"4",1,1,2,3,2,2,3,1
"5",1,1,3,2,1,2,1,3
"6",1,2,3,3,3,1,1,3
"7",2,1,1,3,1,2,1,1
"8",3,3,1,3,2,1,1,3
"9",1,1,3,2,1,3,1,1
"10",2,1,3,1,1,1,1,1
"11",1,2,3,2,2,2,2,1
"12",2,2,1,1,3,1,1,3
"13",1,2,2,2,2,2,1,1
"14",2,3,2,3,1,1,2,3
"15",2,1,3,3,2,2,1,1
"16",3,1,3,3,1,1,2,3
"17",1,1,3,2,2,3,3,1
"18",3,3,1,2,1,2,1,1
"19",2,2,2,3,1,3,2,3
"20",3,1,2,3,3,1,3,3
"21",2,3,3,2,1,1,3,1
"22",1,2,1,1,2,3,3,1
"23",2,1,3,2,1,1,2,2
"24",1,1,3,1,1,1,3,3
"25",1,1,2,1,2,1,1,2
"26",3,1,2,3,2,1,1,3
"27",3,3,1,3,3,2,3,3
"28",3,1,1,2,1,2,3,2
"29",2,1,3,3,2,3,2,3
"30",1,3,2,2,3,1,2,2
