"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,2,3,3,3,3,3,3,2,2,2,3,1,3,3,3,1
"2",1,2,1,3,3,3,3,3,2,1,3,3,2,3,2,1,2
"3",3,1,1,2,2,3,2,1,2,3,1,2,1,2,2,3,1
"4",3,3,2,3,1,2,1,2,1,1,1,1,3,3,3,2,2
"5",3,3,3,3,1,3,2,2,2,1,1,1,3,3,3,2,1
"6",3,3,3,3,3,3,3,1,2,1,2,3,3,1,3,1,1
"7",2,1,1,3,1,2,3,1,2,1,3,2,1,2,1,3,1
"8",1,3,2,2,3,1,1,1,2,3,3,2,1,1,2,1,1
"9",2,3,3,3,2,1,2,2,1,3,3,3,2,1,1,2,1
"10",1,3,3,3,2,2,1,1,3,2,3,2,3,2,3,3,3
"11",2,2,3,1,3,1,2,2,2,1,3,3,1,2,3,3,2
"12",3,2,2,2,2,3,2,1,3,1,2,3,3,2,2,3,2
"13",3,1,2,3,2,3,1,1,3,3,2,3,3,3,1,3,1
"14",3,3,1,2,1,3,1,3,3,2,1,1,3,3,1,3,3
"15",2,3,1,3,1,1,3,2,3,1,1,3,3,3,1,2,1
"16",2,1,3,1,2,2,2,3,3,1,3,3,1,3,1,2,3
"17",2,2,3,1,3,2,1,2,3,2,2,3,2,1,1,3,2
"18",2,2,2,2,2,1,2,1,1,1,2,1,3,3,1,2,2
"19",2,3,2,2,1,2,1,2,2,3,2,3,3,3,2,2,2
"20",2,2,3,3,1,2,3,1,1,2,1,1,3,2,2,1,1
"21",2,2,1,3,3,2,2,3,3,3,2,3,3,1,1,3,1
"22",2,2,3,3,1,3,2,2,2,3,3,1,2,2,1,3,3
"23",3,3,3,1,1,1,2,3,2,1,3,1,2,2,2,2,2
"24",1,3,2,3,2,1,1,3,3,1,3,2,3,3,3,1,1
