"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,1,1,3,1,1,3,1,4,4,1,2,4
"2",3,3,2,3,4,2,4,4,1,1,3,1,2
"3",1,3,3,2,4,4,4,4,2,2,2,2,2
"4",4,1,4,4,1,2,4,4,3,3,1,4,1
"5",2,3,4,3,3,1,2,2,4,1,1,3,3
"6",3,1,4,1,3,3,4,3,2,3,3,2,3
"7",4,1,4,1,4,3,2,1,4,2,2,2,3
"8",4,1,1,1,2,4,2,4,2,3,1,4,2
"9",4,1,1,4,4,4,3,4,3,4,4,4,4
"10",2,3,3,4,1,4,4,3,4,4,2,1,2
"11",1,3,2,3,3,4,4,3,3,2,2,3,1
"12",3,4,3,1,3,2,4,3,4,2,4,2,2
"13",2,4,1,2,1,2,4,1,3,1,1,3,1
"14",4,3,1,1,3,4,3,4,2,3,2,2,3
"15",2,1,4,4,3,1,4,1,3,2,3,4,2
"16",3,4,2,2,4,4,4,3,2,4,2,1,1
"17",4,3,2,2,4,1,2,1,4,4,2,4,1
"18",3,4,1,1,2,2,2,3,1,3,4,2,4
"19",2,1,1,1,3,2,2,3,2,4,4,3,4
"20",3,2,3,2,3,3,2,2,1,3,2,2,3
