"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,2,1,1,1,1,3,2,1
"2",3,1,1,3,3,1,1,3,1,2
"3",1,2,1,2,2,1,3,3,2,3
"4",3,2,2,2,3,3,3,2,3,3
"5",2,1,1,2,2,3,2,3,1,3
"6",1,3,2,3,1,3,2,2,1,3
"7",2,1,1,2,2,2,3,2,2,2
"8",1,1,3,3,3,1,3,3,1,1
"9",3,1,1,3,3,1,1,1,2,1
"10",2,1,2,3,2,1,2,3,2,1
"11",2,1,1,1,1,1,3,1,1,3
"12",3,1,3,1,2,3,1,1,3,3
"13",2,1,2,1,3,2,2,3,1,2
"14",3,1,1,1,3,1,2,3,3,2
"15",2,3,1,1,3,2,3,1,1,1
"16",3,3,3,3,1,3,1,1,1,3
"17",2,3,1,1,2,2,2,1,1,3
"18",3,2,2,2,3,3,2,2,3,2
"19",2,1,1,1,1,1,1,2,3,1
"20",3,1,3,1,3,3,3,3,2,1
"21",3,2,3,2,1,3,3,3,1,1
"22",2,3,3,3,1,1,2,2,2,2
"23",2,1,3,3,2,1,1,2,1,2
"24",1,2,3,2,2,3,3,3,1,2
"25",2,3,3,1,3,2,3,2,2,2
"26",1,3,1,3,3,2,1,2,1,1
"27",1,3,2,2,1,3,2,2,3,3
"28",2,2,2,3,2,1,2,3,3,2
"29",1,1,3,2,3,1,2,3,2,2
"30",2,1,1,1,3,2,3,1,1,1
"31",3,2,1,3,3,1,3,1,1,1
"32",2,2,1,3,3,1,1,3,1,3
"33",3,3,1,1,1,1,2,2,2,2
"34",1,3,2,2,3,1,2,3,2,3
"35",3,1,3,2,1,3,1,3,2,1
"36",3,1,2,3,3,2,1,1,3,3
