"","V1","V2","V3","V4","V5","V6"
"1",2,1,3,3,2,1
"2",3,3,1,1,1,2
"3",3,1,3,3,2,1
"4",1,1,3,1,1,2
"5",2,1,3,3,2,2
"6",1,3,3,1,2,3
"7",3,2,2,1,2,3
"8",1,1,3,1,1,3
"9",1,1,2,1,2,1
"10",2,2,1,2,3,2
"11",2,1,1,1,1,3
"12",1,3,2,1,3,3
"13",1,1,3,1,3,3
"14",1,3,1,2,3,2
"15",2,3,1,3,3,1
"16",1,3,3,3,3,3
"17",2,3,1,2,2,2
"18",3,3,3,1,2,2
"19",2,3,2,2,1,2
"20",1,1,2,2,1,3
"21",2,2,2,1,1,1
"22",1,1,2,3,3,2
"23",3,1,3,2,3,3
"24",2,1,2,2,3,1
"25",1,3,1,2,3,1
"26",1,1,2,3,2,3
"27",1,3,3,3,3,3
"28",3,2,1,3,3,1
"29",2,2,2,2,1,2
"30",1,3,3,2,2,2
"31",3,3,2,2,3,1
"32",1,3,3,2,3,3
"33",3,1,3,3,1,2
"34",2,1,1,2,1,2
"35",1,3,1,1,2,1
"36",3,3,2,2,3,3
"37",2,1,1,3,3,2
"38",3,1,1,3,3,2
"39",2,3,1,2,2,1
