"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,2,2,1,3,1,3,3,1,2,1,2
"2",3,1,3,1,3,1,2,1,2,1,3,3
"3",1,3,1,3,2,3,1,2,1,1,1,3
"4",3,2,2,3,3,2,1,2,2,3,2,3
"5",2,2,3,2,1,3,3,1,3,1,2,1
"6",3,2,1,3,3,1,3,2,3,1,1,3
"7",3,1,2,3,1,2,2,3,1,1,1,2
"8",2,2,1,1,1,1,3,3,1,3,3,3
"9",1,2,1,3,2,2,1,2,3,2,3,1
"10",2,1,2,3,1,3,3,2,2,1,1,2
"11",1,1,1,3,1,3,3,3,2,1,2,2
"12",3,2,1,3,2,1,1,3,1,1,1,3
"13",1,3,3,1,1,3,1,2,2,3,1,1
"14",2,2,2,2,3,2,1,3,1,2,2,2
"15",1,1,3,3,2,2,1,3,2,3,2,2
"16",1,1,3,2,2,2,2,3,1,3,2,1
"17",1,3,2,1,1,3,1,2,2,3,3,2
"18",3,2,2,2,3,3,3,1,1,2,3,3
"19",3,2,2,3,1,2,1,3,2,3,1,2
"20",3,1,2,2,3,2,2,1,1,2,2,1
"21",2,2,2,2,2,2,1,3,2,1,2,2
"22",3,1,1,1,3,2,1,1,2,1,3,1
"23",1,1,3,3,3,1,2,1,1,1,3,3
"24",3,1,1,1,2,2,3,3,2,3,1,1
"25",2,1,2,3,3,3,2,1,1,3,3,1
"26",2,1,1,1,3,3,2,1,1,3,2,2
"27",2,2,1,1,1,3,3,3,3,1,1,2
"28",2,3,1,2,2,3,1,2,3,2,2,1
"29",2,3,2,2,3,3,2,2,1,1,1,3
"30",3,1,3,3,1,1,2,1,3,2,1,3
"31",2,3,3,1,2,1,1,2,3,2,3,1
"32",2,1,2,1,1,1,3,3,3,3,1,3
"33",1,2,3,1,2,1,2,2,1,3,1,1
"34",2,1,2,2,1,2,3,1,2,2,3,2
"35",1,1,3,3,2,3,1,2,2,1,3,1
"36",2,3,3,1,2,1,3,1,2,2,2,2
"37",3,2,2,3,1,1,3,3,1,1,1,2
"38",1,2,2,1,2,1,2,2,1,2,2,1
"39",1,3,2,3,2,3,1,2,3,3,2,2
"40",3,1,2,3,3,2,2,3,1,1,2,2
"41",3,3,3,2,1,3,2,3,2,2,1,2
"42",1,3,3,2,3,3,2,1,3,3,2,1
"43",1,2,1,3,3,2,2,3,1,1,1,1
"44",1,3,2,1,1,2,2,2,3,2,3,1
"45",3,3,2,1,1,3,1,1,1,1,3,3
"46",3,1,3,3,2,3,1,2,1,2,1,2
"47",3,3,1,1,3,1,1,2,1,2,1,1
"48",2,2,3,3,2,3,2,3,1,1,3,2
