"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,4,1,3,1,2,3,4,1,1,3,1,3
"2",1,2,1,4,4,1,3,3,1,3,3,2,1
"3",4,2,3,4,1,3,3,2,4,2,4,2,3
"4",3,3,3,1,2,1,3,1,2,1,3,2,3
"5",3,2,3,1,2,4,1,1,1,2,2,3,4
"6",1,2,4,3,2,3,4,4,2,1,2,4,2
"7",4,3,3,3,3,2,2,2,2,3,1,4,3
"8",3,1,4,4,4,2,3,3,1,2,2,1,3
"9",3,3,2,2,2,3,2,3,3,1,3,1,2
"10",3,3,1,4,2,2,1,3,3,2,1,3,2
"11",2,4,4,1,3,1,3,1,3,3,3,3,4
"12",1,1,1,3,3,1,2,2,3,4,4,3,4
"13",2,2,1,3,2,2,4,1,2,3,2,3,3
"14",1,2,2,4,1,3,2,3,2,2,3,3,1
"15",1,3,2,1,1,4,2,4,3,4,3,1,2
"16",1,3,2,3,2,3,4,1,4,3,3,2,2
"17",4,1,2,4,4,3,2,4,2,1,3,1,1
"18",2,2,4,2,3,4,3,1,3,3,2,1,2
"19",2,2,2,3,4,1,2,1,1,3,2,2,1
"20",1,4,4,1,2,2,4,4,4,4,2,3,2
"21",2,2,3,3,2,4,1,1,2,3,4,2,4
"22",4,4,3,3,3,1,2,1,1,4,4,3,1
"23",3,4,1,3,3,1,3,3,2,3,2,4,2
"24",1,2,1,1,4,1,4,1,3,2,1,4,1
