"","V1","V2","V3","V4","V5","V6"
"1",3,2,2,3,2,1
"2",2,1,2,3,2,3
"3",2,1,1,1,1,2
"4",2,1,3,3,1,3
"5",1,3,2,2,1,2
"6",1,3,3,3,1,3
"7",2,1,3,1,2,2
"8",1,2,3,1,2,3
"9",1,2,2,3,1,2
"10",2,2,2,3,3,1
"11",3,3,3,1,2,2
"12",2,2,2,2,3,2
"13",2,2,3,1,3,2
"14",2,3,2,2,1,2
"15",3,2,3,2,1,3
"16",2,2,1,2,1,1
"17",2,2,1,1,3,3
"18",1,3,3,2,3,2
"19",3,3,3,1,2,3
"20",2,1,3,2,3,2
"21",1,2,1,2,3,3
"22",2,1,2,1,3,3
"23",1,3,3,1,3,2
"24",2,3,2,2,2,2
"25",3,3,2,3,1,1
"26",3,1,2,2,2,2
"27",2,1,1,3,3,2
"28",3,2,2,3,2,1
"29",1,3,3,2,3,1
"30",2,3,3,3,1,3
"31",2,1,2,3,1,1
"32",3,2,1,1,2,2
"33",3,1,3,1,1,1
