"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,1,2,3,2,1,2,2,2,2,1
"2",2,1,1,3,1,3,3,2,2,3,1
"3",1,3,2,1,3,1,2,2,1,1,3
"4",2,3,3,2,2,3,1,3,2,3,2
"5",1,2,2,1,2,2,3,3,1,2,3
"6",1,1,2,3,3,1,2,1,1,1,3
"7",2,3,1,2,1,3,1,3,3,2,2
"8",2,3,2,3,2,3,1,3,1,2,3
"9",2,3,2,3,3,1,2,3,2,1,3
"10",3,2,1,3,3,2,1,1,3,1,3
"11",2,2,3,3,3,1,1,2,2,3,3
"12",2,1,3,1,2,3,1,2,1,2,1
"13",3,1,3,1,3,1,2,2,2,2,3
"14",1,2,2,1,3,3,3,3,1,2,2
"15",1,3,2,3,1,3,2,1,2,2,2
"16",3,2,2,2,1,3,1,2,3,3,1
"17",1,1,2,1,3,2,3,3,2,1,3
"18",1,1,3,1,2,1,2,2,3,3,3
"19",2,1,1,2,1,2,2,2,3,3,2
"20",3,2,1,1,3,2,1,2,2,3,3
"21",1,3,3,1,2,3,2,1,3,1,3
"22",3,3,3,1,2,1,1,3,1,2,2
"23",2,2,3,1,1,2,1,3,2,3,3
"24",2,2,1,1,3,1,3,3,1,2,1
"25",1,3,3,2,3,1,2,3,3,1,3
"26",2,3,3,2,3,2,2,1,3,3,3
"27",1,1,1,3,3,3,2,2,3,1,3
"28",1,2,1,1,2,2,2,1,2,1,2
"29",2,2,1,2,2,1,3,2,2,1,2
"30",2,3,3,2,2,3,3,3,3,2,1
"31",3,1,2,2,2,1,1,2,3,1,1
"32",2,2,1,3,2,1,1,2,3,1,1
"33",1,2,1,3,2,2,1,1,3,1,2
"34",1,1,1,2,1,1,2,1,3,1,1
"35",3,1,3,3,3,2,3,1,2,1,1
"36",1,3,1,3,1,1,3,1,3,3,3
