"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,1,1,3,2,3,2,1,3,2,2,2,2,3,1,3,1
"2",1,2,2,2,1,2,3,3,1,2,3,3,3,1,1,2,3
"3",3,1,2,3,3,3,1,2,3,3,1,1,2,2,1,1,3
"4",3,1,3,2,2,1,2,1,3,2,3,2,3,1,1,2,1
"5",3,3,2,1,2,1,1,2,1,2,3,1,1,3,3,1,3
"6",1,2,2,1,2,1,2,3,1,3,2,1,2,2,2,1,3
"7",1,1,1,3,2,3,1,1,1,3,2,3,1,3,2,2,3
"8",1,2,2,2,2,2,3,2,2,2,3,1,3,2,2,1,3
"9",3,2,1,1,3,1,3,2,2,1,3,3,1,2,2,3,1
"10",1,2,3,3,1,3,2,3,2,3,1,3,3,1,1,1,2
"11",1,2,3,3,1,2,1,3,3,3,2,1,1,2,1,3,1
"12",1,1,1,1,3,3,1,1,2,2,1,1,3,2,1,2,2
"13",1,2,1,3,1,1,2,2,3,1,1,2,2,2,2,3,1
"14",2,3,2,3,2,2,1,1,1,3,2,2,2,2,2,2,1
"15",3,3,2,2,1,1,2,3,2,3,3,2,1,2,3,3,2
"16",2,1,2,3,2,2,3,3,3,2,2,1,3,2,3,2,2
"17",1,3,1,3,2,2,3,1,3,1,1,3,1,3,3,3,1
"18",1,3,1,3,3,3,1,2,3,3,3,3,1,1,3,2,3
"19",2,3,3,2,2,1,1,1,2,3,1,3,1,3,2,1,2
"20",3,1,1,3,1,3,2,1,3,2,1,2,2,2,3,1,1
"21",2,3,2,3,1,3,1,3,2,1,3,3,3,2,1,2,1
"22",1,1,3,1,2,3,2,2,3,1,2,3,1,1,3,3,1
"23",3,1,2,1,2,1,3,2,1,2,3,3,1,3,2,2,3
"24",2,1,3,1,1,2,3,1,2,3,1,1,2,3,1,1,1
"25",2,1,1,3,2,1,2,2,2,2,2,1,3,2,1,1,2
"26",3,2,3,1,2,1,3,1,2,1,2,2,1,2,2,1,2
"27",2,1,3,2,3,3,2,2,3,3,2,1,1,3,1,1,2
