"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,3,3,2,2,1,3,2,3,3,2,2,3
"2",3,3,3,3,1,1,2,1,1,3,2,2,3
"3",3,1,2,3,2,1,1,2,3,1,3,3,2
"4",1,2,2,3,3,3,2,1,3,2,3,1,1
"5",1,3,2,2,3,2,1,3,3,1,1,3,1
"6",3,3,2,1,1,1,3,1,2,3,3,1,2
"7",1,3,1,3,1,1,1,3,1,2,2,1,1
"8",1,2,1,1,3,1,2,3,3,2,2,1,3
"9",2,1,3,1,2,2,2,1,3,2,2,3,2
"10",3,1,3,2,2,3,3,3,2,3,3,3,3
"11",2,1,1,2,3,3,1,2,3,3,3,2,3
"12",2,1,1,1,1,1,3,2,1,3,3,2,2
"13",1,2,1,3,3,2,1,2,3,1,1,2,2
"14",3,2,1,2,2,3,1,3,2,3,1,1,2
"15",2,3,1,1,1,2,3,1,3,2,3,2,2
"16",2,1,3,2,1,2,2,2,3,1,2,3,1
"17",2,1,2,3,1,1,2,1,2,3,3,2,1
"18",3,2,3,2,2,1,1,3,1,3,1,1,2
"19",2,1,2,3,1,3,1,1,3,3,1,2,3
"20",3,3,1,2,1,3,1,3,1,2,3,3,2
"21",1,3,1,1,2,1,2,3,3,2,3,1,3
