"","V1","V2","V3","V4","V5","V6"
"1",2,2,3,1,3,2
"2",3,3,3,2,2,3
"3",1,3,3,3,3,2
"4",2,2,3,3,2,1
"5",3,1,2,2,2,2
"6",3,3,3,1,1,2
"7",3,2,2,2,1,2
"8",3,3,3,3,2,3
"9",3,3,2,3,1,2
"10",3,1,2,3,2,1
"11",3,3,1,3,1,1
"12",1,1,3,1,3,1
"13",2,3,1,3,3,1
"14",3,1,3,3,3,2
"15",3,2,3,2,3,1
"16",1,3,3,2,2,1
"17",3,3,3,1,2,2
"18",3,3,1,1,3,1
"19",1,1,1,1,1,2
"20",3,3,1,3,1,3
"21",2,2,3,3,3,2
"22",1,2,1,1,2,1
"23",3,1,2,1,1,2
"24",3,3,1,3,2,3
"25",1,2,3,2,3,3
"26",2,2,1,3,3,3
"27",3,3,1,3,2,2
"28",2,2,1,1,2,3
"29",2,1,3,2,3,1
"30",1,3,3,3,1,1
"31",3,1,1,1,1,2
"32",3,1,2,3,1,3
"33",3,3,2,1,3,2
"34",3,1,1,3,2,1
"35",3,3,2,1,2,3
"36",3,2,1,1,1,3
