"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,1,3,1,1,3,3,1,1,1,2,3,2,1,3,1,2
"2",2,3,2,2,2,1,2,3,1,2,2,3,2,1,2,2,1
"3",3,3,1,2,1,3,3,2,2,1,2,3,3,2,3,3,2
"4",1,1,1,2,3,1,2,2,2,2,2,3,1,2,2,2,1
"5",1,2,2,3,1,3,1,1,2,1,1,3,2,2,1,3,1
"6",2,3,2,1,3,2,1,1,1,3,1,2,2,2,1,3,1
"7",2,2,2,1,2,3,1,2,1,1,2,1,1,2,3,3,1
"8",2,3,3,2,3,2,2,1,1,3,1,1,1,1,2,3,3
"9",1,2,1,3,2,2,2,3,2,2,1,2,3,2,1,1,3
"10",2,3,2,1,1,3,1,3,3,1,2,2,2,1,1,1,1
"11",1,3,1,3,3,2,3,2,1,3,1,3,1,2,1,2,2
"12",3,3,1,2,2,1,2,3,1,1,3,3,1,1,3,1,1
"13",3,3,3,3,2,3,1,1,1,2,1,1,1,2,3,3,1
"14",1,1,1,1,2,1,3,3,2,2,1,3,1,2,3,1,1
"15",3,2,3,2,3,3,3,2,1,1,3,2,2,2,1,1,2
"16",2,1,2,2,1,1,1,3,3,1,2,3,2,2,1,1,2
"17",2,3,1,1,1,2,3,3,2,2,3,3,1,1,3,2,1
"18",2,3,2,3,3,2,1,1,1,1,2,1,2,3,2,3,2
"19",1,1,3,3,2,3,1,1,1,1,2,3,3,1,3,3,3
"20",1,1,1,3,3,2,1,2,2,3,3,3,3,3,3,2,1
"21",2,2,3,3,1,1,2,3,1,2,2,2,2,3,1,1,1
"22",3,1,2,1,1,2,2,3,3,3,1,2,2,3,1,1,2
"23",2,3,1,2,1,3,2,2,3,3,2,1,3,1,3,1,1
"24",2,1,1,1,2,1,1,3,3,2,2,2,3,3,3,2,1
"25",1,2,3,3,2,2,1,1,3,1,1,1,1,1,2,1,2
"26",1,3,2,2,2,2,2,3,2,2,3,2,2,2,1,2,2
"27",3,3,3,3,1,1,3,1,3,1,1,2,3,3,1,1,2
"28",2,3,3,2,3,3,1,2,2,3,2,3,3,1,1,1,2
"29",2,1,3,1,2,3,3,1,2,2,1,1,3,3,2,1,3
"30",1,2,3,1,2,2,1,1,2,3,2,3,2,3,2,1,2
