"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,1,3,3,1,2,3,3,1
"2",2,3,2,1,3,1,1,3,1,3
"3",1,1,1,3,3,1,2,3,1,1
"4",1,1,1,2,2,3,2,2,3,3
"5",2,2,3,1,3,3,2,3,1,1
"6",2,3,3,3,3,1,3,2,1,3
"7",1,2,1,1,2,1,2,1,3,1
"8",1,2,3,1,2,3,2,2,3,3
"9",2,3,3,2,2,3,2,2,3,3
"10",3,3,1,1,3,1,2,2,2,1
"11",1,2,3,2,1,1,1,3,1,3
"12",1,2,1,1,1,1,1,2,3,3
"13",2,2,1,2,1,2,1,1,3,3
"14",1,2,3,1,1,2,3,2,1,3
"15",1,2,3,3,2,1,1,2,2,1
"16",2,2,2,2,3,2,2,2,1,1
"17",3,2,3,1,1,1,2,2,2,2
"18",3,1,1,2,1,2,2,2,3,2
"19",1,1,2,2,2,3,1,3,3,1
"20",2,1,2,2,2,3,3,1,1,2
"21",1,1,3,3,2,1,3,2,2,2
