"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,3,1,1,3,2,2
"2",4,1,2,4,1,1,1,2
"3",2,3,1,4,2,2,4,1
"4",2,1,3,3,3,1,1,2
"5",2,4,1,3,3,4,1,1
"6",4,2,3,4,1,4,2,4
"7",2,4,3,3,1,2,1,2
"8",3,3,4,2,1,3,2,3
"9",4,3,4,3,3,2,3,1
"10",4,4,3,2,1,1,4,1
"11",2,2,1,2,1,1,2,3
"12",4,2,2,1,1,2,2,2
"13",3,4,1,4,4,2,2,1
"14",1,3,1,3,4,3,1,1
"15",1,1,2,4,1,4,1,2
"16",1,2,3,3,4,2,1,2
"17",1,1,1,1,1,1,3,4
"18",4,4,3,3,2,3,4,2
"19",1,1,4,4,4,2,3,3
"20",1,1,2,3,4,3,1,4
"21",1,4,1,4,4,1,4,2
"22",1,1,1,2,3,1,4,3
"23",1,4,1,1,1,4,2,1
"24",4,4,2,2,4,2,2,1
"25",4,2,3,4,4,3,2,2
"26",3,3,1,1,1,4,1,1
"27",3,3,4,4,2,2,2,2
"28",3,3,4,3,2,3,4,4
"29",2,2,1,1,3,2,4,4
"30",3,2,4,2,2,1,1,4
"31",3,4,3,1,1,4,3,4
"32",1,1,2,2,2,2,1,1
