"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",4,1,3,4,1,4,2,4,3,1,1,2,4,4,4
"2",4,1,1,3,4,1,1,1,2,4,4,3,3,2,2
"3",1,2,2,3,2,2,4,2,2,1,3,4,3,2,3
"4",2,1,4,3,2,2,2,3,1,1,4,3,3,3,4
"5",1,4,2,3,4,2,3,1,1,1,1,3,3,2,2
"6",3,1,4,3,4,4,4,1,3,3,4,4,2,3,4
"7",4,1,4,4,4,1,2,3,3,1,4,4,1,3,2
"8",3,3,3,3,4,1,1,2,3,3,3,2,1,1,3
"9",1,1,2,3,1,1,4,3,2,2,3,2,2,1,4
"10",4,1,2,3,4,4,4,4,3,3,3,2,4,3,3
"11",2,1,3,3,2,4,2,2,1,1,2,3,2,3,3
"12",3,1,2,2,1,4,1,4,3,2,4,4,2,4,3
"13",1,1,3,2,2,1,2,1,3,3,4,3,1,2,1
"14",1,2,3,4,2,2,4,4,4,4,4,2,3,3,1
"15",2,3,4,2,3,2,2,2,4,3,1,1,2,4,4
"16",4,4,3,1,2,4,2,4,1,3,3,4,1,1,1
"17",3,3,3,2,4,1,3,4,1,1,3,1,4,3,1
"18",4,4,2,4,2,1,1,2,3,1,4,3,1,2,2
"19",3,4,3,1,4,3,1,1,3,4,1,4,1,4,4
"20",4,1,3,2,2,3,2,4,3,1,1,4,4,4,1
"21",1,3,2,1,2,3,4,3,3,1,1,3,3,4,2
"22",1,3,2,4,2,1,3,1,4,2,2,3,2,4,3
"23",4,4,3,3,3,4,1,1,1,4,1,3,2,4,1
"24",3,2,2,1,2,2,3,1,2,3,4,4,2,1,3
