"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,2,1,1,2,1,2,3,3,2
"2",2,2,2,1,3,1,3,2,1,3,1
"3",2,3,1,3,3,2,3,3,3,3,1
"4",2,3,3,3,1,1,3,2,1,1,1
"5",1,2,2,1,1,3,1,1,1,3,1
"6",3,3,3,3,2,3,2,1,1,2,2
"7",1,1,2,3,1,3,1,3,3,3,2
"8",2,3,3,2,1,3,2,2,2,3,1
"9",1,2,2,2,3,2,3,2,2,1,1
"10",2,1,3,3,2,2,1,1,3,1,3
"11",2,3,2,3,1,2,2,2,1,1,2
"12",3,1,1,1,1,3,1,3,2,3,2
"13",3,3,1,2,2,1,2,3,2,1,3
"14",2,3,2,1,1,1,3,1,2,3,3
"15",3,2,1,2,2,1,3,2,2,3,1
"16",1,1,3,3,2,2,1,2,3,1,1
"17",2,1,1,3,2,1,1,3,3,3,1
"18",3,1,2,2,2,1,2,1,3,2,3
"19",3,2,3,1,3,2,2,2,3,2,3
"20",3,1,1,1,2,2,1,2,1,3,1
"21",2,3,1,1,3,3,1,3,2,3,1
"22",2,1,3,3,3,2,3,2,2,3,2
"23",3,1,2,3,2,2,2,2,2,2,3
"24",2,2,2,3,1,2,3,3,1,3,1
"25",2,3,2,2,3,3,1,2,2,1,2
"26",1,3,1,2,2,3,1,1,1,1,3
"27",1,1,1,2,1,1,1,3,1,2,1
"28",3,1,1,1,2,1,3,2,2,2,1
"29",1,2,1,3,1,3,3,2,1,1,1
"30",3,3,2,2,1,1,1,3,3,3,1
"31",2,1,1,3,1,2,2,1,3,2,1
"32",1,3,2,3,2,3,2,3,1,3,2
"33",2,3,1,1,3,2,3,1,2,2,1
"34",1,3,3,1,1,2,2,1,2,3,2
"35",1,3,3,3,2,3,3,1,1,1,1
"36",2,1,2,3,2,2,2,1,1,1,2
"37",3,2,1,3,3,3,3,2,1,1,3
"38",3,1,3,2,3,3,2,3,2,1,3
"39",1,1,3,1,1,1,3,2,1,3,3
"40",3,2,3,3,2,2,3,1,2,1,3
"41",1,1,1,2,3,3,1,2,1,3,2
"42",2,2,3,3,2,2,2,1,1,1,1
