"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,3,2,3,1,3,3,1,2,1,3,4
"2",3,1,3,2,4,2,1,2,1,1,3,2
"3",3,4,4,1,4,2,3,3,4,2,2,2
"4",1,2,4,1,4,4,4,3,3,3,1,3
"5",4,3,1,3,3,1,3,2,3,3,2,4
"6",4,3,4,2,3,1,1,4,1,3,2,2
"7",2,3,3,2,2,3,4,4,2,1,3,4
"8",4,2,1,2,3,3,2,3,4,2,3,2
"9",2,1,1,2,1,3,3,3,1,4,3,4
"10",1,3,3,4,4,3,4,4,2,3,1,4
"11",4,2,2,1,1,2,3,1,2,2,3,1
"12",4,1,4,3,3,3,2,1,4,2,4,1
"13",4,1,1,2,4,2,2,4,1,3,2,4
"14",1,1,2,3,2,2,1,4,3,2,2,2
"15",3,3,1,1,4,3,3,1,3,3,1,4
"16",2,2,3,3,4,2,4,1,2,3,2,1
"17",3,2,1,2,3,3,2,2,2,3,2,3
"18",3,1,2,1,2,4,2,1,4,1,3,3
"19",4,1,3,3,1,2,3,1,2,3,1,1
"20",3,1,1,3,4,2,4,1,4,2,4,4
"21",2,3,2,1,3,3,4,2,2,2,4,1
"22",2,1,1,2,3,3,2,1,3,4,2,3
"23",2,2,1,1,3,4,1,2,1,2,3,3
"24",3,2,2,2,3,1,2,2,3,2,3,3
