"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,1,1,1,2,1,1,3,1,3,1
"2",1,1,2,2,2,3,3,2,1,2,1,1
"3",1,2,2,2,3,2,2,3,1,3,2,2
"4",1,1,1,1,2,3,1,2,2,2,3,2
"5",3,3,3,2,3,1,3,2,3,2,1,2
"6",1,2,2,2,3,2,3,1,1,1,3,2
"7",3,1,2,2,3,1,3,1,1,1,1,3
"8",1,1,1,3,2,3,1,2,2,2,3,2
"9",1,3,1,3,2,1,2,2,1,2,2,2
"10",3,2,3,1,2,1,2,3,2,2,2,3
"11",3,2,3,2,2,2,2,3,1,1,3,1
"12",1,3,2,1,2,3,2,2,3,2,3,1
"13",3,3,1,3,1,2,3,3,3,2,3,1
"14",1,3,2,1,1,2,1,2,2,2,1,3
"15",1,1,2,3,1,3,1,2,1,1,1,1
"16",1,1,3,3,2,1,1,3,2,2,1,3
"17",1,3,1,1,3,1,3,2,3,1,2,1
"18",1,2,2,1,2,2,2,1,2,1,2,2
"19",3,3,3,2,3,1,1,2,3,2,3,3
"20",2,1,1,2,3,2,3,3,1,3,3,1
"21",2,2,3,2,2,3,3,1,2,2,2,1
"22",3,3,1,1,1,1,2,2,2,1,2,1
"23",3,3,2,2,1,2,2,2,1,2,1,2
"24",2,3,1,3,3,3,2,2,1,2,1,1
"25",2,1,3,3,2,2,2,3,2,3,3,2
"26",2,2,1,2,3,3,3,3,2,2,1,2
"27",3,2,1,1,3,1,1,1,3,2,2,1
"28",2,1,2,3,2,2,1,3,3,2,3,3
"29",3,2,3,3,1,3,3,3,1,2,2,1
"30",2,1,2,1,3,2,2,1,1,2,3,1
"31",1,2,2,3,3,3,3,2,2,3,1,2
"32",1,2,3,2,3,3,1,2,2,3,1,2
"33",1,2,1,2,3,3,2,1,3,3,3,3
"34",1,2,1,2,1,3,3,1,3,3,1,3
"35",3,3,3,2,1,1,2,2,3,1,1,1
"36",1,1,2,3,3,1,1,1,1,2,2,1
"37",1,3,3,1,1,1,2,1,3,1,1,1
"38",3,1,3,1,2,2,1,1,1,2,2,3
"39",3,3,2,3,1,3,1,1,2,2,2,2
"40",1,1,1,2,3,3,3,1,2,2,1,2
"41",2,1,1,1,1,2,1,2,1,3,3,1
"42",1,3,2,1,1,3,1,1,1,1,2,3
