"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,1,2,1,1,1,1,1,1,3,2,1
"2",1,1,1,1,1,2,1,2,3,3,2,2
"3",1,1,3,2,2,3,1,2,1,1,3,3
"4",1,3,3,3,3,2,2,1,3,3,3,3
"5",3,1,2,3,1,2,2,3,3,2,1,1
"6",3,1,1,2,1,3,1,1,1,2,1,3
"7",1,3,1,2,2,2,3,2,3,3,1,3
"8",3,1,2,1,2,3,2,1,1,1,2,2
"9",2,3,1,2,2,1,3,2,3,1,3,2
"10",3,3,1,3,3,2,1,3,2,3,2,3
"11",1,1,1,3,3,2,2,3,1,3,3,3
"12",1,3,1,2,1,1,3,1,2,1,2,3
"13",2,2,1,1,1,3,3,1,3,3,1,3
"14",3,3,3,2,2,3,1,1,2,1,3,1
"15",2,3,2,1,2,2,1,1,1,2,2,1
"16",3,2,2,1,1,2,3,1,2,3,3,3
"17",1,2,3,2,2,1,1,2,1,2,2,2
"18",1,3,2,1,1,1,1,3,2,3,3,1
"19",3,1,1,2,2,1,3,1,2,3,2,2
"20",1,2,3,3,1,1,1,2,2,3,1,1
"21",3,3,1,3,2,2,3,3,2,2,1,3
"22",1,3,2,3,1,3,1,2,3,1,3,2
"23",3,2,3,1,2,3,1,3,1,1,1,1
"24",2,1,3,1,2,2,3,1,3,1,2,3
"25",2,2,3,3,2,1,1,1,3,2,3,2
"26",3,1,3,3,1,3,3,1,3,3,2,3
"27",3,1,3,2,3,2,1,1,3,3,3,3
"28",3,3,1,2,1,1,3,1,3,2,2,1
"29",1,3,1,1,2,3,1,3,1,2,1,3
"30",3,3,2,2,3,1,3,2,3,3,2,3
"31",2,1,1,2,2,3,2,3,3,3,1,3
"32",1,3,1,3,1,2,3,3,3,2,1,2
"33",3,3,2,3,1,3,1,3,2,3,3,3
"34",3,1,2,3,1,3,3,2,2,1,1,1
"35",3,3,2,2,1,3,2,2,1,1,2,3
"36",3,3,3,2,2,2,3,3,1,1,2,1
"37",2,1,1,3,2,1,1,2,1,2,1,3
"38",3,2,2,2,1,3,3,3,1,3,3,2
"39",2,3,3,1,2,1,2,3,1,2,2,2
