"","V1","V2","V3","V4","V5","V6"
"1",3,2,1,1,4,4
"2",3,3,2,4,2,1
"3",4,1,3,4,1,3
"4",4,1,4,1,4,4
"5",4,3,1,2,1,3
"6",3,4,2,1,3,4
"7",1,1,1,1,1,4
"8",4,4,3,4,4,4
"9",2,4,2,1,2,4
"10",3,1,1,4,2,1
"11",1,4,4,3,2,3
"12",1,3,4,1,1,1
"13",2,4,2,4,4,3
"14",2,3,4,1,1,2
"15",2,2,4,2,4,4
"16",3,4,3,4,4,2
"17",2,2,1,1,2,2
"18",3,4,1,2,3,3
"19",4,1,3,3,4,2
"20",4,3,3,4,4,2
"21",4,4,3,3,4,1
"22",3,1,3,3,1,4
"23",4,3,4,2,2,4
"24",4,4,2,1,3,3
"25",3,1,1,3,4,1
"26",1,2,3,4,3,1
"27",1,1,3,4,2,2
"28",4,2,4,4,4,3
