"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,1,1,3,2,2,3,3,1
"2",3,3,1,2,1,3,1,2,3,1
"3",3,2,2,3,2,1,2,3,1,2
"4",3,1,2,2,1,1,2,2,1,3
"5",2,2,3,2,2,2,2,3,2,1
"6",2,3,3,1,1,1,2,1,1,3
"7",1,1,1,3,1,2,1,3,3,2
"8",1,2,3,3,1,1,1,3,3,3
"9",1,2,2,2,2,3,2,2,3,3
"10",3,1,1,1,1,2,2,3,2,2
"11",2,2,3,1,1,3,1,3,3,3
"12",3,2,2,2,2,1,3,2,3,2
"13",1,1,1,1,2,1,3,3,1,1
"14",3,1,2,3,3,3,1,3,1,3
"15",1,2,1,1,1,1,2,1,3,1
"16",3,3,1,2,1,2,3,2,1,1
"17",2,1,2,3,1,3,3,1,2,3
"18",3,2,3,2,3,1,3,1,2,3
"19",1,2,2,1,1,3,1,3,2,2
"20",2,2,3,3,2,2,2,2,1,1
"21",1,1,3,1,1,2,2,2,2,2
"22",3,2,3,3,1,2,1,2,1,2
"23",1,1,1,3,3,1,1,1,1,3
"24",2,2,2,1,2,1,1,3,2,2
