"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,3,1,1,3,3,2
"2",3,2,2,3,2,3,2,2
"3",2,1,3,3,3,1,3,2
"4",2,2,2,2,1,3,3,1
"5",1,3,2,3,2,3,1,3
"6",1,3,3,2,1,3,3,2
"7",2,3,1,3,2,3,3,1
"8",3,1,2,2,2,1,1,2
"9",1,2,1,2,2,3,3,2
"10",3,1,3,2,1,3,1,2
"11",1,2,3,2,1,3,2,1
"12",1,3,2,2,3,1,3,3
"13",1,2,3,2,3,2,1,2
"14",3,3,3,2,3,1,3,2
"15",3,2,1,1,1,1,3,2
"16",2,1,2,2,3,3,1,3
"17",1,3,1,1,3,2,3,2
"18",3,3,2,1,1,2,3,2
"19",3,1,3,2,3,2,2,1
"20",2,2,2,3,2,2,3,1
"21",2,3,3,1,1,1,2,1
"22",1,2,3,1,2,1,2,1
"23",1,2,3,2,3,2,2,1
"24",3,2,3,3,3,3,3,1
"25",2,1,1,1,1,1,3,1
"26",1,1,1,3,3,1,1,2
"27",1,3,1,1,3,2,1,1
"28",3,1,3,1,1,3,1,1
"29",3,2,1,1,1,3,1,3
"30",2,3,1,2,3,3,3,1
"31",2,1,3,2,2,3,1,1
"32",3,3,1,1,3,3,3,2
"33",2,2,1,2,1,3,1,2
"34",2,3,1,2,3,2,2,3
"35",3,1,1,2,1,3,2,3
"36",1,2,2,1,1,1,1,1
"37",3,2,1,2,2,2,2,3
"38",3,3,1,1,1,2,2,2
"39",1,1,1,2,1,2,3,1
"40",2,2,3,3,1,1,3,2
"41",3,1,1,2,3,3,1,3
"42",1,3,3,3,2,1,3,2
