"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,1,2,3,3,1,3,1,1,1
"2",2,1,1,1,3,1,1,3,2,3,1
"3",1,3,1,2,3,3,2,1,3,2,2
"4",3,3,3,2,3,3,1,1,2,1,2
"5",1,1,2,1,1,2,1,3,2,1,3
"6",2,2,1,3,2,2,1,1,2,3,2
"7",3,2,3,1,3,3,3,1,2,1,3
"8",3,2,3,3,3,3,1,1,3,2,3
"9",1,1,3,1,2,1,1,3,1,1,1
"10",2,1,3,1,2,3,1,2,2,2,2
"11",3,2,3,1,3,3,2,3,2,3,1
"12",3,2,2,1,2,1,3,1,3,1,1
"13",1,2,1,1,3,3,3,2,3,2,2
"14",1,2,2,1,1,3,2,3,1,3,1
"15",1,1,2,1,1,3,2,3,3,2,3
"16",1,1,2,3,3,1,3,1,1,3,3
"17",1,1,1,2,2,2,1,2,3,1,2
"18",1,2,2,3,3,3,2,3,3,2,3
"19",3,2,2,3,1,2,1,2,1,3,1
"20",3,1,2,1,2,2,3,3,1,3,3
"21",3,2,2,1,1,3,2,3,2,3,1
"22",3,2,1,2,3,3,1,1,2,2,3
"23",1,3,2,3,2,3,3,1,2,1,1
"24",1,1,3,2,1,2,3,1,3,2,2
"25",3,1,2,2,3,2,1,3,1,1,3
"26",3,2,1,3,2,1,2,3,1,3,3
"27",3,3,2,3,2,3,3,3,1,2,3
"28",3,3,3,1,1,3,1,3,2,1,3
"29",2,2,2,3,2,3,3,2,3,2,3
"30",3,2,2,2,3,3,1,2,3,1,1
"31",3,2,1,1,2,2,3,1,2,3,1
"32",1,1,3,2,1,1,3,3,2,1,1
"33",1,1,3,1,3,1,2,1,2,1,2
"34",1,2,1,3,1,2,3,2,2,1,1
"35",3,2,2,3,1,1,1,2,1,2,1
"36",3,2,1,1,1,3,1,1,2,3,3
"37",2,3,2,1,2,3,1,3,1,1,2
"38",3,1,3,3,2,3,3,1,3,2,2
"39",1,2,1,2,2,2,3,3,1,3,1
