"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,4,1,3,1,2,2,2,4,3,2,2,1,1,3
"2",1,1,1,4,4,4,4,4,1,4,4,2,1,1,1
"3",3,4,2,4,1,4,2,2,2,3,3,4,4,3,2
"4",4,1,2,1,1,3,3,1,2,3,1,4,2,4,1
"5",2,4,3,1,2,3,4,1,3,1,4,3,1,2,4
"6",4,4,2,3,3,1,2,2,3,3,2,4,2,4,2
"7",4,3,3,2,1,3,4,4,2,1,2,2,1,1,1
"8",3,1,1,1,2,3,2,2,2,3,2,2,1,2,1
"9",1,4,3,3,3,4,4,4,2,1,3,3,1,4,1
"10",4,3,2,3,4,4,1,2,4,2,4,2,2,1,3
"11",2,4,4,4,3,1,2,2,1,2,4,2,1,1,2
"12",4,3,4,3,3,1,1,2,2,1,3,4,1,3,1
"13",3,4,3,2,3,1,2,1,2,4,4,4,2,1,2
"14",2,1,1,1,1,3,3,4,3,3,4,1,2,4,1
"15",2,3,1,3,4,3,4,1,3,3,1,3,1,4,4
"16",3,2,4,2,4,4,1,4,3,1,1,2,1,1,3
"17",2,4,1,3,1,1,2,4,1,4,2,1,4,4,4
"18",1,3,4,4,2,2,1,4,3,4,1,2,2,2,4
"19",1,1,4,1,4,4,2,3,3,3,4,3,2,4,2
"20",1,4,2,2,1,4,2,4,3,3,3,3,3,4,1
"21",3,4,4,3,3,1,1,3,1,2,2,1,1,3,1
"22",2,1,1,1,2,4,3,2,3,4,4,1,1,2,3
"23",2,1,3,3,1,2,3,1,3,2,2,2,3,3,2
"24",3,4,3,3,3,1,3,4,2,4,4,1,2,1,1
"25",1,4,2,3,4,3,3,4,3,3,4,4,4,1,2
"26",3,2,2,3,4,4,3,2,3,4,1,2,2,2,1
"27",3,3,1,2,1,4,4,4,2,2,2,4,1,3,4
"28",4,1,3,2,1,2,1,4,4,3,2,1,3,3,1
