"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,3,1,3,3,1,2,1
"2",3,1,2,1,1,1,2,1,1
"3",2,2,3,3,1,3,3,1,2
"4",1,3,3,2,1,2,3,3,3
"5",2,1,3,1,1,3,3,3,3
"6",2,2,3,3,3,3,1,1,1
"7",2,1,1,3,3,1,1,2,3
"8",2,2,2,2,1,3,2,2,3
"9",2,3,1,3,1,2,1,3,2
"10",3,3,1,2,3,1,2,2,2
"11",1,2,3,3,1,2,1,2,3
"12",2,3,1,2,1,3,1,1,3
"13",2,1,2,2,2,3,3,3,1
"14",3,1,2,3,1,2,2,3,1
"15",3,1,2,2,2,2,1,2,2
"16",3,3,3,2,1,3,3,1,3
"17",1,1,3,2,1,1,1,2,3
"18",3,3,2,2,1,3,3,2,2
"19",3,2,2,3,2,3,1,2,2
"20",1,3,2,2,2,3,2,2,1
"21",3,1,1,2,2,2,1,3,3
"22",1,3,2,3,2,3,1,2,2
"23",3,1,1,3,3,3,3,3,1
"24",2,3,2,2,2,2,3,3,2
"25",3,3,2,3,2,2,3,1,3
"26",1,2,3,3,3,1,3,2,1
"27",2,2,3,1,3,2,3,2,2
"28",3,3,2,2,1,2,2,1,1
"29",2,3,1,2,3,1,3,1,2
"30",1,1,2,1,2,1,2,2,3
