"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,2,1,2,3,3,1,2,3
"2",1,1,2,1,3,3,2,2,1,2
"3",2,3,1,3,2,2,2,2,3,2
"4",3,2,1,3,1,1,1,2,1,2
"5",3,1,1,3,3,2,1,3,2,3
"6",1,2,2,2,3,3,1,2,2,3
"7",3,2,1,2,3,3,2,3,2,1
"8",1,2,1,1,1,1,2,2,2,3
"9",3,2,2,3,3,2,3,2,2,2
"10",3,2,3,3,1,2,2,2,3,3
"11",2,2,2,2,1,1,1,2,2,1
"12",2,2,1,2,3,2,1,3,1,3
"13",1,2,3,3,2,1,1,3,2,2
"14",1,1,1,2,3,3,1,3,1,1
"15",2,3,1,1,1,1,3,1,3,3
"16",3,3,1,2,1,2,1,1,1,2
"17",3,2,1,1,3,2,3,2,3,1
"18",1,3,2,3,2,1,1,2,2,1
"19",1,3,3,1,1,1,1,1,2,1
"20",2,1,1,3,3,3,2,2,2,2
"21",1,2,1,2,2,2,1,2,2,1
"22",1,3,3,3,3,3,2,2,3,1
"23",2,1,3,1,3,1,3,3,2,3
"24",1,1,3,2,1,3,2,1,2,1
"25",1,3,3,2,2,3,1,1,2,2
"26",2,2,2,3,2,2,1,2,1,3
"27",3,1,2,2,1,1,3,1,1,3
"28",2,1,1,1,3,3,2,2,1,1
"29",3,3,3,1,3,2,2,3,1,3
"30",3,3,3,2,2,3,2,1,2,3
"31",1,3,2,3,2,1,2,3,3,2
"32",1,2,1,1,1,3,3,3,1,2
"33",1,3,3,3,1,2,2,1,2,3
"34",2,3,1,1,3,1,2,2,3,3
"35",3,3,3,3,3,3,1,3,3,1
"36",3,1,3,2,3,3,1,2,2,3
"37",2,3,3,1,2,1,2,2,2,2
"38",3,3,1,2,2,2,1,2,3,1
"39",3,3,2,2,1,3,2,3,1,2
