"","V1","V2","V3","V4","V5","V6"
"1",3,2,1,1,2,2
"2",3,1,3,3,1,1
"3",2,2,1,3,3,1
"4",1,1,2,1,2,1
"5",3,3,3,3,3,3
"6",2,1,2,3,1,3
"7",1,3,2,1,2,3
"8",3,2,2,2,2,1
"9",1,1,1,2,3,3
"10",2,2,1,3,3,2
"11",3,3,3,1,1,2
"12",1,2,3,3,1,2
"13",2,3,2,2,1,1
"14",2,1,3,2,3,1
"15",2,3,1,1,2,2
"16",1,3,3,2,3,1
"17",1,2,3,2,2,2
"18",3,1,3,3,3,1
"19",1,3,3,2,2,3
"20",3,2,2,2,2,2
"21",1,1,2,3,2,2
"22",2,3,1,2,2,3
"23",3,1,3,1,3,2
"24",1,1,1,3,1,2
"25",3,1,2,3,3,3
"26",1,3,1,2,3,3
"27",2,1,1,1,2,1
"28",1,3,2,2,3,2
"29",1,3,2,2,3,2
"30",2,1,2,2,3,3
