"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,3,2,3,1,1,2,2,3,4,1,1,3,1
"2",4,4,4,3,2,3,4,3,3,2,1,4,3,3,2
"3",1,4,2,4,3,4,3,3,4,4,1,4,3,2,3
"4",3,4,3,1,3,1,3,1,3,3,3,3,2,3,3
"5",3,4,4,1,2,2,2,3,1,2,1,3,2,1,4
"6",1,1,2,4,4,3,2,2,2,3,2,4,1,4,2
"7",2,3,4,2,3,1,1,3,4,1,1,3,2,1,1
"8",3,2,4,4,4,4,2,4,2,2,2,1,4,1,4
"9",1,1,3,4,4,4,4,2,1,4,4,2,2,1,1
"10",3,3,2,1,4,2,3,2,3,2,3,2,1,3,3
"11",4,3,3,3,3,3,2,2,4,3,4,3,3,3,4
"12",4,4,1,4,2,1,2,3,4,1,1,1,4,1,2
"13",3,4,1,3,4,1,1,1,3,2,1,3,4,1,2
"14",1,4,4,4,2,1,4,2,4,1,2,1,1,4,1
"15",1,2,4,3,3,3,3,2,1,4,1,1,3,2,1
"16",3,1,3,4,1,1,2,1,2,1,2,4,3,1,2
"17",2,4,4,1,1,3,2,3,3,1,4,3,2,3,4
"18",3,4,3,2,2,3,3,2,3,1,2,1,2,3,3
"19",1,3,2,4,1,2,1,3,1,2,2,2,1,3,4
"20",3,2,1,3,3,1,4,1,4,4,1,4,1,2,3
