"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,1,2,1,1,2,1
"2",2,3,2,3,2,2,2,2
"3",2,2,2,2,1,3,2,1
"4",3,1,3,2,3,1,3,3
"5",3,1,2,1,1,2,1,2
"6",1,3,3,1,1,2,3,2
"7",2,1,1,1,3,1,1,1
"8",1,1,3,1,1,1,3,2
"9",3,2,1,1,1,3,3,3
"10",1,3,3,2,2,3,2,3
"11",3,2,3,1,3,3,2,1
"12",3,1,3,2,3,3,2,2
"13",3,1,1,3,3,1,3,2
"14",1,1,1,3,3,1,2,3
"15",2,1,2,3,2,1,1,3
"16",3,3,1,1,1,1,3,2
"17",2,1,3,1,1,3,2,1
"18",1,1,2,3,1,3,3,1
"19",2,2,3,1,2,3,2,3
"20",2,2,1,3,3,2,1,1
"21",2,1,2,2,3,2,2,2
"22",2,2,1,1,2,1,2,3
"23",1,2,2,1,1,3,2,3
"24",2,3,2,3,1,3,1,3
"25",3,3,3,2,3,1,2,3
"26",1,2,3,1,3,1,2,1
"27",2,3,3,2,2,2,2,3
"28",3,1,1,2,2,2,3,2
"29",2,1,2,1,1,3,3,1
"30",2,3,3,3,3,1,1,1
"31",3,2,1,2,2,2,2,1
"32",3,1,1,3,2,2,2,3
"33",1,3,1,1,2,1,2,2
