"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,2,2,1,2,3,3,2,3,3,3,2,2,1,3
"2",1,1,4,2,1,3,3,3,1,3,1,4,4,1,2
"3",3,3,2,4,1,4,2,1,3,2,4,2,4,1,4
"4",4,2,1,3,1,4,1,3,2,2,2,3,4,2,2
"5",2,2,3,2,2,2,3,2,4,2,1,2,4,1,1
"6",1,1,1,1,4,4,2,2,3,3,3,4,3,1,1
"7",2,3,2,1,1,1,1,1,2,4,4,1,1,4,1
"8",4,4,3,2,3,4,3,4,1,3,1,2,1,1,2
"9",1,3,1,3,3,2,3,3,1,4,3,3,1,1,4
"10",2,4,3,3,4,1,3,2,3,4,4,1,2,3,4
"11",4,4,3,2,3,3,4,4,3,3,2,2,2,2,1
"12",1,1,1,1,3,1,2,1,3,3,3,4,4,2,3
"13",3,4,3,2,2,4,3,3,1,3,2,2,2,4,3
"14",1,1,3,3,2,4,4,1,4,4,1,2,2,3,1
"15",4,2,3,3,1,1,2,1,2,1,2,4,4,2,3
"16",1,2,2,1,4,1,1,3,1,2,1,1,3,4,2
"17",3,1,4,3,2,2,4,4,4,3,3,4,3,3,2
"18",2,2,3,2,2,1,1,3,3,1,1,4,1,1,3
"19",3,3,3,3,4,4,2,3,4,4,4,3,3,2,1
"20",3,2,3,1,2,1,3,1,1,1,4,1,1,1,3
"21",3,3,2,4,3,3,1,4,1,3,4,3,4,4,3
"22",4,1,3,1,3,4,4,1,2,3,1,4,3,3,3
"23",3,4,1,2,1,3,1,4,3,1,1,3,4,4,1
"24",4,1,4,2,3,2,4,2,1,3,2,2,1,2,2
"25",1,3,1,1,2,2,1,2,1,3,4,3,3,4,3
"26",1,1,2,1,4,4,1,2,3,3,4,4,1,2,2
"27",2,3,3,1,1,4,1,2,2,2,3,4,1,3,4
"28",4,1,2,1,1,3,2,3,2,2,4,3,2,2,1
"29",3,2,4,3,3,4,3,1,4,2,4,4,2,4,2
"30",2,4,2,4,1,3,3,1,2,1,1,4,4,2,3
"31",1,1,2,4,4,1,4,4,3,3,1,2,2,1,2
"32",4,2,2,2,3,4,4,2,2,1,4,4,1,2,1
"33",3,1,2,3,3,4,4,2,4,3,2,1,4,4,2
"34",2,2,4,4,4,1,3,4,4,1,2,3,2,1,4
"35",4,2,3,4,3,2,2,2,4,2,3,1,3,2,3
"36",4,4,1,2,2,3,1,1,1,2,3,3,3,1,3
