"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,1,4,4,4,3,4,2,2
"2",1,4,2,4,4,2,1,1,4,4
"3",3,2,3,1,3,4,1,4,3,2
"4",3,3,4,4,1,4,1,1,1,2
"5",3,1,3,3,3,3,2,2,1,2
"6",4,2,2,3,3,2,4,3,1,4
"7",2,3,1,4,4,4,2,3,3,3
"8",4,3,4,2,4,3,2,2,4,2
"9",4,3,3,2,3,2,2,3,3,3
"10",4,3,2,4,4,4,4,4,3,3
"11",3,3,2,1,3,2,2,4,3,3
"12",2,2,3,1,4,3,1,2,2,1
"13",2,2,3,1,1,2,4,2,1,4
"14",1,2,3,3,4,1,4,4,1,1
"15",3,2,4,1,3,2,4,2,4,3
"16",2,3,1,4,2,2,3,3,3,1
"17",4,2,4,4,3,3,1,4,2,4
"18",1,4,1,4,2,4,4,3,4,1
"19",1,1,4,4,4,3,3,2,1,2
"20",1,3,1,1,2,1,2,1,4,3
"21",1,1,3,1,2,4,2,1,3,2
"22",3,2,3,4,3,2,4,4,1,4
"23",2,1,2,1,3,2,2,2,4,4
"24",4,2,3,4,3,1,1,1,2,2
"25",4,3,4,2,1,4,4,1,3,3
"26",4,2,3,1,1,4,3,2,2,4
"27",2,4,3,3,3,2,2,2,4,3
"28",2,2,4,1,1,2,2,2,3,2
