"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,1,1,1,2,3,1,3,3
"2",3,3,1,1,2,3,3,2,1,3
"3",3,1,2,1,1,1,3,2,2,2
"4",2,2,2,3,1,2,1,3,3,2
"5",3,2,1,1,2,2,1,1,3,2
"6",1,1,2,2,1,3,3,3,3,1
"7",1,1,1,3,2,2,2,1,2,3
"8",3,3,2,2,2,3,1,3,3,2
"9",3,1,3,2,1,3,1,2,3,2
"10",3,2,2,1,2,1,2,3,2,1
"11",2,3,1,1,3,2,2,3,1,3
"12",3,1,1,2,1,3,3,2,1,3
"13",1,3,1,1,1,2,2,1,1,3
"14",1,2,1,3,2,2,1,1,1,2
"15",1,3,1,2,1,2,1,1,2,1
"16",1,1,3,3,2,3,1,3,1,2
"17",2,1,2,3,2,3,2,1,2,1
"18",2,1,3,2,2,2,2,2,1,1
"19",2,2,3,3,3,3,1,2,3,1
"20",2,2,3,2,3,3,1,3,3,2
"21",3,2,3,3,3,1,2,1,2,3
"22",1,3,1,3,2,2,3,2,3,1
"23",3,2,3,1,1,1,1,2,2,2
"24",1,1,3,2,1,1,2,1,3,1
"25",1,3,1,1,3,1,3,2,1,1
"26",3,3,1,1,2,2,2,2,1,1
"27",3,1,2,1,2,3,3,3,1,2
"28",2,2,3,2,2,1,3,1,2,2
"29",3,3,3,1,3,3,3,1,2,3
"30",2,3,2,1,1,3,3,2,1,2
"31",3,1,3,3,3,1,2,2,2,1
"32",3,3,3,3,1,3,2,2,3,3
"33",3,2,2,2,2,1,3,1,2,1
"34",2,2,2,1,2,3,1,3,1,2
"35",1,2,1,3,2,2,2,3,2,3
"36",2,3,2,3,1,2,3,1,2,3
"37",2,1,1,1,1,1,1,1,2,1
"38",3,1,3,1,1,1,2,2,2,1
"39",3,1,2,3,3,1,2,1,3,3
"40",1,2,2,3,2,3,1,1,1,3
"41",2,1,1,1,3,1,3,2,3,1
"42",2,1,3,2,3,1,1,1,1,1
"43",2,3,3,1,2,1,1,1,3,2
"44",3,2,3,2,2,2,3,2,1,3
"45",3,3,1,1,2,2,3,1,1,2
"46",2,1,2,1,1,2,1,1,3,1
"47",1,3,2,3,2,1,3,2,1,2
"48",1,2,2,2,3,2,3,2,2,1
