"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,1,1,3,3,2,2,2,1,3,1,1
"2",3,1,3,1,2,2,2,1,3,3,3,2
"3",2,1,3,2,3,3,3,2,2,1,2,1
"4",2,3,2,3,1,1,2,3,1,3,3,3
"5",2,3,1,1,2,2,3,1,2,1,1,1
"6",2,1,3,1,2,2,1,3,3,1,2,3
"7",1,2,1,1,3,1,3,2,2,2,3,1
"8",2,2,1,3,1,1,3,3,1,3,1,2
"9",3,1,1,3,3,2,2,1,1,1,1,1
"10",1,1,3,2,1,3,3,1,3,2,3,3
"11",1,2,3,1,2,3,1,1,2,1,2,2
"12",2,3,1,2,3,3,3,3,3,3,3,3
"13",3,1,3,2,2,1,3,2,1,1,1,1
"14",2,2,3,3,1,2,1,2,2,1,2,1
"15",2,2,1,1,3,2,2,2,2,2,3,1
"16",2,2,2,1,1,2,3,1,3,1,3,1
"17",1,1,1,2,1,3,1,3,3,2,3,2
"18",1,1,2,3,2,1,3,1,2,2,1,3
